video_id,title,channel,view_count,like_count,comment,author,reply_to,comment_likes,published_at,clean_comment,clean_title,video_label,tokens,token_count
zBC68iQjH-k,Doctor Reacts To Cringey Dhar Mann Videos,Doctor Mike,16271610,319001,he sometimes sounds like socksfor1,@PouManOne,,0,2026-03-25T19:43:33Z,he sometimes sounds like socksfor,doctor reacts to cringey dhar mann videos,doctor,"['sometimes', 'sounds', 'socksfor']",3
gj4RJHq52Bk,“Influencers” don’t understand “raw milk”,Kyle Hill,491662,36880,"Cow's milk in general is not incredibly healthy to drink in general, let alone raw, unpasteurized milk.",@austinradtke2896,,0,2025-08-26T17:22:12Z,cows milk in general is not incredibly healthy to drink in general let alone raw unpasteurized milk,influencers dont understand raw milk,influencer,"['cows', 'milk', 'general', 'incredibly', 'healthy', 'drink', 'general', 'let', 'alone', 'raw', 'unpasteurized', 'milk']",12
nOgg-_vav_8,"Food Theory: Liver King, The RAW Truth! (Carnivore Diet)",The Food Theorists,5965267,161185,"12:34 super random, but as a local that lives within 10min of it, why have angel oak there as a background?",@Danimal843,,5,2025-02-28T22:41:48Z,super random but as a local that lives within min of it why have angel oak there as a background,food theory liver king the raw truth carnivore diet,influencer,"['super', 'random', 'local', 'lives', 'within', 'min', 'angel', 'oak', 'background']",9
P-6q1PXEH-g,The Worst TikTok Carnivore Yet,AugustTheDuck,1737670,52554,​@Denepwe  I'm js saying. She told me that it was disproven and I trust her. 🤷‍♀️,@HandleTakenYA,@HandleTakenYA,1,2025-08-20T01:43:02Z,denepwe im js saying she told me that it was disproven and i trust her,the worst tiktok carnivore yet,influencer,"['denepwe', 'im', 'js', 'saying', 'told', 'disproven', 'trust']",7
kbInpn6QWNw,‘SkinnyTok’ Influencers Have Taken Over Health and Wellness Culture—and It’s More TOXIC Than Ever,Susannah Friesen,189711,6372,Is magic mind a mlm?,@farie2219,,0,2025-07-30T20:58:53Z,is magic mind a mlm,skinnytok influencers have taken over health and wellness cultureand its more toxic than ever,influencer,"['magic', 'mind', 'mlm']",3
gKvlB-n59og,NUTRITION TRUTHS That Wellness Influencers ❌ DON&#39;T ❌ Want You to Know,Abbey Sharp,217965,8778,The dosage makes the poison,@GrapeCheez2,@vduback,0,2024-10-30T20:42:59Z,the dosage makes the poison,nutrition truths that wellness influencers dont want you to know,influencer,"['dosage', 'makes', 'poison']",3
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,😂 c'est encore plus accentué avec ses nouveaux effets 😅,@fabiz1379,@toriakanohi,2,2026-02-27T18:19:53Z,cest encore plus accentu avec ses nouveaux effets,un mdecin dbunke vos influenceurs prfrs,both,"['cest', 'encore', 'plus', 'accentu', 'avec', 'ses', 'nouveaux', 'effets']",8
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,"Sauf que y en a pas en fait de différence. C'est juste deux termes qui signifient la même chose : ""qui favorise l'apparition de cancers"". C'est juste que cancérigène serait plus ancien.",@alyssablunt7014,@yolunik,0,2026-03-01T19:40:37Z,sauf que y en a pas en fait de diffrence cest juste deux termes qui signifient la mme chose qui favorise lapparition de cancers cest juste que cancrigne serait plus ancien,un mdecin dbunke vos influenceurs prfrs,both,"['sauf', 'que', 'en', 'pas', 'en', 'fait', 'de', 'diffrence', 'cest', 'juste', 'deux', 'termes', 'qui', 'signifient', 'la', 'mme', 'chose', 'qui', 'favorise', 'lapparition', 'de', 'cancers', 'cest', 'juste', 'que', 'cancrigne', 'serait', 'plus', 'ancien']",29
DhlRgwdDc-E,Debunking the myths of OCD - Natascha M. Santos,TED-Ed,12376188,210988,praning,@witsec1517,,0,2025-10-03T12:41:29Z,praning,debunking the myths of ocd natascha m santos,doctor,['praning'],1
7UHD0aTFNkA,TikTok Carnivores Are Insane,AugustTheDuck,2031913,58993,7:29  i think the cheese is another way to get protiens you cant  get with butter and meat,@WhatShouldIputHere-g1x,,0,2025-07-15T04:37:17Z,i think the cheese is another way to get protiens you cant get with butter and meat,tiktok carnivores are insane,influencer,"['cheese', 'another', 'way', 'protiens', 'cant', 'butter', 'meat']",7
q8FuCE2kWHo,Dieta Carnívora: A Verdade Científica que os Influencers Escondem,Endócrino e talks com Dr. Carlos Seraphim,37399,4157,"a barriga do doutor provavelmente mostra que ele mesmo nao segue o que prescreve ou diz, ou o que segue nao serve.",@benfeitor,,0,2025-12-18T18:29:44Z,a barriga do doutor provavelmente mostra que ele mesmo nao segue o que prescreve ou diz ou o que segue nao serve,dieta carnvora a verdade cientfica que os influencers escondem,both,"['barriga', 'doutor', 'provavelmente', 'mostra', 'que', 'ele', 'mesmo', 'nao', 'segue', 'que', 'prescreve', 'ou', 'diz', 'ou', 'que', 'segue', 'nao', 'serve']",18
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,Can you have lite cottage cheese,@FrancisMackinnon-j3w2z,,0,2026-02-01T23:45:07Z,can you have lite cottage cheese,i tried the carnivore diet for a week,influencer,"['lite', 'cottage', 'cheese']",3
ep8ZMq3GLNA,Doctor Fact-Checks TikTok Nutrition Advice,Doctor Mike,14267243,293888,"2:02 Actually cougar, puma, panther, mountain lion, and catamount all refer to Puma concolor which is what that cutie is! They are not, however, a lynx",@tigerlily7877,,0,2025-06-21T03:58:55Z,actually cougar puma panther mountain lion and catamount all refer to puma concolor which is what that cutie is they are not however a lynx,doctor factchecks tiktok nutrition advice,doctor,"['cougar', 'puma', 'panther', 'mountain', 'lion', 'catamount', 'refer', 'puma', 'concolor', 'cutie', 'however', 'lynx']",12
RWAKbg_CF_E,How “Health Gurus” Trick You ft Gary Brecka,Doctor Mike,1349877,50563,Thank you!!,@gailstacy1340,,0,2025-07-11T16:35:07Z,thank you,how health gurus trick you ft gary brecka,both,['thank'],1
I_DJ1ney6Kk,Un médecin débunke vos influenceurs préférés !,Charles.co,103059,4232,"Bah Dylan a bien dit Cancerigeuse, c'est peut-être un nouveau type de cellules 😭😭😭😭",@Rdidi13,,1,2026-03-05T00:26:23Z,bah dylan a bien dit cancerigeuse cest peuttre un nouveau type de cellules,un mdecin dbunke vos influenceurs prfrs,both,"['bah', 'dylan', 'bien', 'dit', 'cancerigeuse', 'cest', 'peuttre', 'un', 'nouveau', 'type', 'de', 'cellules']",12
S718YtbwrzY,Doctor Blocks Me For Correcting Him,Doctor Mike,10693953,319021,I literally HATE when people pull what someone said out of context just to make them seem way worse of a person than they are. I hope anyone who supported that guy saw this video.,@Breadlover0212,,0,2025-12-31T05:13:08Z,i literally hate when people pull what someone said out of context just to make them seem way worse of a person than they are i hope anyone who supported that guy saw this video,doctor blocks me for correcting him,doctor,"['literally', 'hate', 'pull', 'someone', 'context', 'make', 'seem', 'way', 'worse', 'person', 'hope', 'anyone', 'supported', 'guy', 'saw']",15
1l77HA1ta-k,Doctor Reacts To The Wildest TikToks,Doctor Mike,13834039,330801,Yo what's up Dr mike,@andrewrvg6555,@DoctorMike,8,2021-12-02T07:52:16Z,yo whats up dr mike,doctor reacts to the wildest tiktoks,doctor,"['yo', 'whats', 'dr', 'mike']",4
BLK6dV76XTQ,TikToks Your Doctor Warned You About,Doctor Mike,16410206,230437,It goes down zero😂,@SignalSluggers,,0,2026-05-22T01:33:31Z,it goes down zero,tiktoks your doctor warned you about,both,"['goes', 'zero']",2
P-6q1PXEH-g,The Worst TikTok Carnivore Yet,AugustTheDuck,1737670,52554,@Steethanevidence?,@77xmng,@77xmng,0,2026-04-10T15:33:09Z,steethanevidence,the worst tiktok carnivore yet,influencer,['steethanevidence'],1
PTHPxaql_Ws,Doctor Reacts To Home Alone Injuries,Doctor Mike,14038428,332523,"That's why I've always said to myself, clasp your hands behind your head if you can. If you can't put your elbow straight to the side in that position without strain, they are hingy enough to act as an opposite inertial force/absorber. Granted you have milliseconds to react and your first instinct will be to break your fall with your hands and arms. We all know how that can turn out, so to protect your head, you need that deterrent of the impact. I would rather dislocate my shoulder which is easily fixable, then bash my head again. I would rather dislocate my shoulder then to break a wrist or elbow. My neck is already so messed up that the scoliosis pain I've always felt before is in excruciating pain.(For the last 4 years). Ever since, everything from the bottom of my neck to the middle of my back are paralyzed with pain, and my shoulders to my forearms to my fingertips and entire back go numb and burn and feel sore. 
I don't need no prognosis... 
The concensus is, protect your head and neck.",@shawn8674,,0,2026-02-15T17:33:43Z,thats why ive always said to myself clasp your hands behind your head if you can if you cant put your elbow straight to the side in that position without strain they are hingy enough to act as an opposite inertial forceabsorber granted you have milliseconds to react and your first instinct will be to break your fall with your hands and arms we all know how that can turn out so to protect your head you need that deterrent of the impact i would rather dislocate my shoulder which is easily fixable then bash my head again i would rather dislocate my shoulder then to break a wrist or elbow my neck is already so messed up that the scoliosis pain ive always felt before is in excruciating painfor the last years ever since everything from the bottom of my neck to the middle of my back are paralyzed with pain and my shoulders to my forearms to my fingertips and entire back go numb and burn and feel sore i dont need no prognosis the concensus is protect your head and neck,doctor reacts to home alone injuries,doctor,"['thats', 'ive', 'always', 'clasp', 'hands', 'behind', 'head', 'cant', 'put', 'elbow', 'straight', 'side', 'position', 'without', 'strain', 'hingy', 'enough', 'act', 'opposite', 'inertial', 'forceabsorber', 'granted', 'milliseconds', 'react', 'first', 'instinct', 'break', 'fall', 'hands', 'arms', 'turn', 'protect', 'head', 'need', 'deterrent', 'impact', 'rather', 'dislocate', 'shoulder', 'easily', 'fixable', 'bash', 'head', 'rather', 'dislocate', 'shoulder', 'break', 'wrist', 'elbow', 'neck', 'already', 'messed', 'scoliosis', 'pain', 'ive', 'always', 'felt', 'excruciating', 'painfor', 'last', 'years', 'ever', 'since', 'everything', 'bottom', 'neck', 'middle', 'back', 'paralyzed', 'pain', 'shoulders', 'forearms', 'fingertips', 'entire', 'back', 'go', 'numb', 'burn', 'feel', 'sore', 'dont', 'need', 'prognosis', 'concensus', 'protect', 'head', 'neck']",87
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,0:59 this is why neymar gets injured easier than other btw,@Benjabenja1313,,0,2026-04-24T20:41:29Z,this is why neymar gets injured easier than other btw,doctor reacts to rough soccer injuries,doctor,"['neymar', 'gets', 'injured', 'easier', 'btw']",5
J06pEhqOmx0,Doctor reacts to super satisfying pimple pops! #dermreacts #doctorreacts #pimplepop #cystpop,208SkinDoc,13527239,23935,"It’s just sebum left behind. Your pores are connected to sebaceous glands, which create oil and sebum to protect and moisturize the skin. It’s normal and necessary.",@polythenespam3933,@beverlystufflebeam5731,0,2026-03-04T17:09:49Z,its just sebum left behind your pores are connected to sebaceous glands which create oil and sebum to protect and moisturize the skin its normal and necessary,doctor reacts to super satisfying pimple pops dermreacts doctorreacts pimplepop cystpop,doctor,"['sebum', 'left', 'behind', 'pores', 'connected', 'sebaceous', 'glands', 'create', 'oil', 'sebum', 'protect', 'moisturize', 'skin', 'normal', 'necessary']",15
kbInpn6QWNw,‘SkinnyTok’ Influencers Have Taken Over Health and Wellness Culture—and It’s More TOXIC Than Ever,Susannah Friesen,189711,6372,"I have issues with my gut, I went to nutritionist and was recommended to eat protein with greens in the morning (speaking of a dinosaur trend lol I’ve been eating like this for years now)
Eat 1 hour after I wake up 
Walk and have sun exposure in the morning 
Have coffee after 1,5 hours after I wake up
And eat every 3 hours, and don’t eat 3 hours prior the sleep 

Works great for me",@curlyvassa,,0,2025-08-03T14:59:06Z,i have issues with my gut i went to nutritionist and was recommended to eat protein with greens in the morning speaking of a dinosaur trend lol ive been eating like this for years now eat hour after i wake up walk and have sun exposure in the morning have coffee after hours after i wake up and eat every hours and dont eat hours prior the sleep works great for me,skinnytok influencers have taken over health and wellness cultureand its more toxic than ever,influencer,"['issues', 'gut', 'went', 'nutritionist', 'recommended', 'eat', 'protein', 'greens', 'morning', 'speaking', 'dinosaur', 'trend', 'lol', 'ive', 'eating', 'years', 'eat', 'hour', 'wake', 'walk', 'sun', 'exposure', 'morning', 'coffee', 'hours', 'wake', 'eat', 'every', 'hours', 'dont', 'eat', 'hours', 'prior', 'sleep', 'works', 'great']",36
DhlRgwdDc-E,Debunking the myths of OCD - Natascha M. Santos,TED-Ed,12376188,210988,"Great job! I made a rule for mine, I work with horses, and when you’re with horses, if you always listen to your OCD you could genuinely get VERY hurt, so I made a OCD rule, and that was absolutely no OCD at the barn, and it helped, and then I started trying that out of the barn too",@Norma-animallover,@vij-y2o,1,2026-01-15T02:48:46Z,great job i made a rule for mine i work with horses and when youre with horses if you always listen to your ocd you could genuinely get very hurt so i made a ocd rule and that was absolutely no ocd at the barn and it helped and then i started trying that out of the barn too,debunking the myths of ocd natascha m santos,doctor,"['great', 'job', 'made', 'rule', 'mine', 'work', 'horses', 'youre', 'horses', 'always', 'listen', 'ocd', 'genuinely', 'hurt', 'made', 'ocd', 'rule', 'absolutely', 'ocd', 'barn', 'helped', 'started', 'trying', 'barn']",24
gKvlB-n59og,NUTRITION TRUTHS That Wellness Influencers ❌ DON&#39;T ❌ Want You to Know,Abbey Sharp,217965,8778,Also glyphosate is said to be safe because it only attacks a specific protein pathway that isn’t found in humans but it WILL kill all the fauna in your gut that helps you live,@GrannyGrace,@GrannyGrace,0,2023-12-04T17:23:46Z,also glyphosate is said to be safe because it only attacks a specific protein pathway that isnt found in humans but it will kill all the fauna in your gut that helps you live,nutrition truths that wellness influencers dont want you to know,influencer,"['glyphosate', 'safe', 'attacks', 'specific', 'protein', 'pathway', 'isnt', 'found', 'humans', 'kill', 'fauna', 'gut', 'helps', 'live']",14
5HYlXUbnAJY,Doctor Reacts to The Most Dangerous MrBeast Stunts,Doctor Mike,16516750,389961,5:54  my mom has 1 and a half lung 🫁,@adiminn4,,0,2025-12-26T13:43:27Z,my mom has and a half lung,doctor reacts to the most dangerous mrbeast stunts,doctor,"['mom', 'half', 'lung']",3
JslBDMGC9Xw,Real Doctor Reacts to DOC MCSTUFFINS,Doctor Mike,12973459,389433,That stuff is a dragon don’t you see his wings?,@liliavatarworldlover,,0,2026-04-14T03:08:38Z,that stuff is a dragon dont you see his wings,real doctor reacts to doc mcstuffins,doctor,"['stuff', 'dragon', 'dont', 'see', 'wings']",5
kFSflqB-Fzs,Dr. Berg Goes Carnivore for 2 Weeks,Dr. Eric Berg DC,1635884,47841,@boatdoctors  why?,@peter-robinson,@Drberg,0,2026-05-03T02:50:11Z,boatdoctors why,dr berg goes carnivore for weeks,both,['boatdoctors'],1
iRCrg2EGfnU,I DESTROYED These “Doctors” Who Tried to Debunk the Carnivore Diet,FaceIQ,51541,1484,"Negative cantha- 
*Proceeds to get shot*",@VALCHEM9,,24,2025-10-08T09:55:21Z,negative cantha proceeds to get shot,i destroyed these doctors who tried to debunk the carnivore diet,doctor,"['negative', 'cantha', 'proceeds', 'shot']",4
kFSflqB-Fzs,Dr. Berg Goes Carnivore for 2 Weeks,Dr. Eric Berg DC,1635884,47841,more than likely yes I would try more lion diet and avoid bacon at first for a little while.,@parkers_path,@shaikhomaranuar6429,0,2025-11-03T15:39:11Z,more than likely yes i would try more lion diet and avoid bacon at first for a little while,dr berg goes carnivore for weeks,both,"['likely', 'yes', 'try', 'lion', 'diet', 'avoid', 'bacon', 'first', 'little']",9
_dQRK-q8u98,Has This Famous Carnivore Influencer Been Lying? - Doctor Reacts,Dr. Eric Westman - Adapt Your Life,417035,17844,Remember the good ole days when we spoke like adults and said “bowel movement?”,@aguy559,,0,2025-12-09T23:46:37Z,remember the good ole days when we spoke like adults and said bowel movement,has this famous carnivore influencer been lying doctor reacts,doctor,"['remember', 'good', 'ole', 'days', 'spoke', 'adults', 'bowel', 'movement']",8
8dY_VDan7pw,Why I Quit Carnivore,Lillie Kane,520826,23260,8:05 😂 i'll be more carnivore😂,@ravi0maan,,0,2025-11-21T13:30:36Z,ill be more carnivore,why i quit carnivore,influencer,"['ill', 'carnivore']",2
URN9G4Pljzk,STOP LISTENING TO WELLNESS INFLUENCERS OR AFFILIATE MARKETERS for medical advice. Pharmacist Reviews,"Dr. Ethan Melillo, PharmD",255517,15384,It’s embarrassing how many people can’t tell a real medical professional from a fraudster. We are just a nation FULL of fuckin idiots at this point. Idiots desperate enough to swindle others to pay their bills. Shameful.,@86KIP,,0,2026-01-11T19:47:29Z,its embarrassing how many people cant tell a real medical professional from a fraudster we are just a nation full of fuckin idiots at this point idiots desperate enough to swindle others to pay their bills shameful,stop listening to wellness influencers or affiliate marketers for medical advice pharmacist reviews,both,"['embarrassing', 'many', 'cant', 'tell', 'real', 'medical', 'professional', 'fraudster', 'nation', 'full', 'fuckin', 'idiots', 'point', 'idiots', 'desperate', 'enough', 'swindle', 'others', 'pay', 'bills', 'shameful']",21
s9Xf1qtdAJw,Carnivore Diet: 47 BEGINNER TIPS For Success,PJ Howland,613912,17651,Have you been going to peoples weddings eating multiple slices of cake? Savage lol,@WeThePeople205,,0,2025-01-16T02:01:33Z,have you been going to peoples weddings eating multiple slices of cake savage lol,carnivore diet beginner tips for success,influencer,"['peoples', 'weddings', 'eating', 'multiple', 'slices', 'cake', 'savage', 'lol']",8
BLK6dV76XTQ,TikToks Your Doctor Warned You About,Doctor Mike,16410206,230437,I don't listen to TikTok doctors...my balls are perfectly small...I already know I won't get the segs since my last time at 2007...,@KentrelZ,,0,2025-12-25T23:03:26Z,i dont listen to tiktok doctorsmy balls are perfectly smalli already know i wont get the segs since my last time at,tiktoks your doctor warned you about,both,"['dont', 'listen', 'doctorsmy', 'balls', 'perfectly', 'smalli', 'already', 'wont', 'segs', 'since', 'last', 'time']",12
kFSflqB-Fzs,Dr. Berg Goes Carnivore for 2 Weeks,Dr. Eric Berg DC,1635884,47841,is it true to get more parasite if you eat meat?,@its.clarizztv8919,,0,2026-01-06T19:13:36Z,is it true to get more parasite if you eat meat,dr berg goes carnivore for weeks,both,"['true', 'parasite', 'eat', 'meat']",4
syBrhLAgM64,Real Doctor Reacts To Painful WWE Injuries,Doctor Mike,31765363,293926,"5:22 if you look the ref is grabbing her hand, fun fact about WWE they check if the wrestler is able to keep going by grabbing their hand and if the wrestler squeezes the refs hand they are ok but if they dont they cant go longer",@jordanz7827,,0,2025-11-07T02:53:38Z,if you look the ref is grabbing her hand fun fact about wwe they check if the wrestler is able to keep going by grabbing their hand and if the wrestler squeezes the refs hand they are ok but if they dont they cant go longer,real doctor reacts to painful wwe injuries,doctor,"['look', 'ref', 'grabbing', 'hand', 'fun', 'fact', 'wwe', 'check', 'wrestler', 'able', 'keep', 'grabbing', 'hand', 'wrestler', 'squeezes', 'refs', 'hand', 'ok', 'dont', 'cant', 'go', 'longer']",22
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,"i had an ex that broke up with me when we got in an argument over dieting, like not even about her just she was basically trying to say that people can just vibe and intuition what they eat based on how it makes them feel. and when i told her people most people don't know what they're doing and that the best way to lose weight is just the well-established advice she told me i was gaslighting her and that everyone has special needs and she got really mad lmao",@RosyT.Rascal,,1,2025-12-07T00:22:42Z,i had an ex that broke up with me when we got in an argument over dieting like not even about her just she was basically trying to say that people can just vibe and intuition what they eat based on how it makes them feel and when i told her people most people dont know what theyre doing and that the best way to lose weight is just the wellestablished advice she told me i was gaslighting her and that everyone has special needs and she got really mad lmao,tiktok carnivores are getting worse,influencer,"['ex', 'broke', 'argument', 'dieting', 'basically', 'trying', 'vibe', 'intuition', 'eat', 'based', 'makes', 'feel', 'told', 'dont', 'theyre', 'best', 'way', 'lose', 'weight', 'wellestablished', 'advice', 'told', 'gaslighting', 'everyone', 'special', 'needs', 'mad', 'lmao']",28
JslBDMGC9Xw,Real Doctor Reacts to DOC MCSTUFFINS,Doctor Mike,12973459,389433,Bru i dont remember her sounding like that😭😭,@daerie,,0,2025-10-28T04:14:33Z,bru i dont remember her sounding like that,real doctor reacts to doc mcstuffins,doctor,"['bru', 'dont', 'remember', 'sounding']",4
ePOGpL-UlH8,TikTok Carnivores Are Getting Worse,AugustTheDuck,618275,26610,Collateral damage lol.,@yangtse55,@Ballistic_Rice74,1,2025-01-25T07:37:40Z,collateral damage lol,tiktok carnivores are getting worse,influencer,"['collateral', 'damage', 'lol']",3
J91XCItqJbI,Doctor Reacts To Painful Medical Memes,Doctor Mike,14585739,321589,1:31 and I'm drinking milk rn lol,@ALIALI-p8t8v,,0,2025-10-21T08:52:17Z,and im drinking milk rn lol,doctor reacts to painful medical memes,doctor,"['im', 'drinking', 'milk', 'rn', 'lol']",5
e4uIyFLUxyw,Doctor Reacts To Ridiculous 5-Minute Crafts Videos,Doctor Mike,23671197,453411,What if she heated the pack up she did put it in the in a pan,@troypilgrim8032,,0,2026-02-02T18:49:19Z,what if she heated the pack up she did put it in the in a pan,doctor reacts to ridiculous minute crafts videos,doctor,"['heated', 'pack', 'put', 'pan']",4
2DVcs9kP97s,Scientist debunks: The worst skincare misinformation on TikTok,Lab Muffin Beauty Science,542411,26370,"I’m a Medical Aesthetician and I feel like a new brand called OneSkin with their OS-01 peptide must be a scam. Mostly because it seems too good to be true, and also because they claim that their studies show that retinol promotes aging. I don’t understand clinical trials like you do, but I would LOVE for you to evaluate their science.",@SingingAesthi,,0,2024-08-24T04:08:44Z,im a medical aesthetician and i feel like a new brand called oneskin with their os peptide must be a scam mostly because it seems too good to be true and also because they claim that their studies show that retinol promotes aging i dont understand clinical trials like you do but i would love for you to evaluate their science,scientist debunks the worst skincare misinformation on tiktok,doctor,"['im', 'medical', 'aesthetician', 'feel', 'new', 'brand', 'called', 'oneskin', 'os', 'peptide', 'must', 'scam', 'mostly', 'seems', 'good', 'true', 'claim', 'studies', 'show', 'retinol', 'promotes', 'aging', 'dont', 'understand', 'clinical', 'trials', 'love', 'evaluate', 'science']",29
5LLl4neKRgk,Doctor Reacts To Rough Soccer Injuries,Doctor Mike,10880256,151475,"Hey Doc!
In Italy (where Inter Milan plays) it's forbidden to practice any agonistic sport with any pregressed heavy heart condition, like Eriksen. It's not even about insurance, it's just that here we really don't want to take any risk of that kind, which tbh is one of the few things I really appreciate about Italian administration. 

I know it's a little late for this info but hope it helps, I discovered you recently",@theunicorns7756,,0,2026-01-08T23:11:26Z,hey doc in italy where inter milan plays its forbidden to practice any agonistic sport with any pregressed heavy heart condition like eriksen its not even about insurance its just that here we really dont want to take any risk of that kind which tbh is one of the few things i really appreciate about italian administration i know its a little late for this info but hope it helps i discovered you recently,doctor reacts to rough soccer injuries,doctor,"['hey', 'doc', 'italy', 'inter', 'milan', 'plays', 'forbidden', 'practice', 'agonistic', 'sport', 'pregressed', 'heavy', 'heart', 'condition', 'eriksen', 'insurance', 'dont', 'want', 'take', 'risk', 'kind', 'tbh', 'things', 'appreciate', 'italian', 'administration', 'little', 'late', 'info', 'hope', 'helps', 'discovered', 'recently']",33
1l77HA1ta-k,Doctor Reacts To The Wildest TikToks,Doctor Mike,13834039,330801,Love ur vid's,@Allie-fe1eu,@DoctorMike,4,2021-12-03T14:14:58Z,love ur vids,doctor reacts to the wildest tiktoks,doctor,"['love', 'ur', 'vids']",3
J06pEhqOmx0,Doctor reacts to super satisfying pimple pops! #dermreacts #doctorreacts #pimplepop #cystpop,208SkinDoc,13527239,23935,Tío cómo te aprovechas de los vídeos de otras personas😢,@nievesgonzalezgarcia3639,,0,2024-11-16T16:43:33Z,to cmo te aprovechas de los vdeos de otras personas,doctor reacts to super satisfying pimple pops dermreacts doctorreacts pimplepop cystpop,doctor,"['cmo', 'te', 'aprovechas', 'de', 'los', 'vdeos', 'de', 'otras', 'personas']",9
RjBpLeBzkng,Debunking HPV Myths,CBS News,656785,3958,Someone with autoimmune condition can she take HPV VACCINE,@helenokezie1614,,0,2023-09-26T04:09:39Z,someone with autoimmune condition can she take hpv vaccine,debunking hpv myths,doctor,"['someone', 'autoimmune', 'condition', 'take', 'hpv', 'vaccine']",6
zBC68iQjH-k,Doctor Reacts To Cringey Dhar Mann Videos,Doctor Mike,16271610,319001,7:50 ok why is he being adorable? (Not in the way your prolly thinking),@Sophiegirl9586,,1,2026-02-27T23:30:46Z,ok why is he being adorable not in the way your prolly thinking,doctor reacts to cringey dhar mann videos,doctor,"['ok', 'adorable', 'way', 'prolly', 'thinking']",5
VP4x4p-ON9Y,Doctor Reacts To Family Guy Medical Scenes,Doctor Mike,14662374,327954,"4:09 idk doc, it looks like a ligma to me",@rayanson2795,,2,2025-12-23T15:53:00Z,idk doc it looks like a ligma to me,doctor reacts to family guy medical scenes,doctor,"['idk', 'doc', 'looks', 'ligma']",4
rmx6kXSkujo,Doctor Fact-Checks Grandma’s Medical Advice,Doctor Mike,9919018,222931,"Funny thing is I always close my right eye when it's sunny out, and because of that i had exotropia, and I had to go through strabismus surgery to correct my loosened muscles XDDD",@anjalea_ayres,,0,2026-04-11T14:21:12Z,funny thing is i always close my right eye when its sunny out and because of that i had exotropia and i had to go through strabismus surgery to correct my loosened muscles xddd,doctor factchecks grandmas medical advice,doctor,"['funny', 'thing', 'always', 'close', 'right', 'eye', 'sunny', 'exotropia', 'go', 'strabismus', 'surgery', 'correct', 'loosened', 'muscles', 'xddd']",15
VP4x4p-ON9Y,Doctor Reacts To Family Guy Medical Scenes,Doctor Mike,14662374,327954,The Wut Mistakes at the End I'm not gonna click it,@The-Acoustic-M22,,1,2026-04-11T08:35:13Z,the wut mistakes at the end im not gonna click it,doctor reacts to family guy medical scenes,doctor,"['wut', 'mistakes', 'end', 'im', 'gonna', 'click']",6
EaafaBQGYUc,Give Me 8 Minutes. I&#39;ll Save You 25 Years Of Carnivore Mistakes.,Anthony Chaffee MD,769597,31903,"The studies on stevia used whole leaf stevia, not the purified form. The purified form has not been shown to cause the problems regarding fertility and hormone balance. Something to take into consideration.",@melissajanaemiddleton6811,,1,2026-04-24T22:00:55Z,the studies on stevia used whole leaf stevia not the purified form the purified form has not been shown to cause the problems regarding fertility and hormone balance something to take into consideration,give me minutes ill save you years of carnivore mistakes,influencer,"['studies', 'stevia', 'used', 'whole', 'leaf', 'stevia', 'purified', 'form', 'purified', 'form', 'shown', 'cause', 'problems', 'regarding', 'fertility', 'hormone', 'balance', 'something', 'take', 'consideration']",20
FPy4ABZ804c,Ridiculously Absurd 5-Minute Crafts “Health Hacks”,Doctor Mike,21798210,305706,You are obviously not a Gen X child hahahahaha,@girlshawn,,0,2026-02-23T05:36:15Z,you are obviously not a gen x child hahahahaha,ridiculously absurd minute crafts health hacks,doctor,"['obviously', 'gen', 'x', 'child', 'hahahahaha']",5
JslBDMGC9Xw,Real Doctor Reacts to DOC MCSTUFFINS,Doctor Mike,12973459,389433,My fav carton,@ΝίκοςΜαυριδάκης-η7δ,,1,2025-08-22T01:05:24Z,my fav carton,real doctor reacts to doc mcstuffins,doctor,"['fav', 'carton']",2
m4stVVsKVRA,Doctor and Lawyer React To Grey’s Anatomy Malpractice Episode,Doctor Mike,14905060,305666,okay,@wizardkashy3133,@DoctorMike,23,2021-12-02T01:07:08Z,okay,doctor and lawyer react to greys anatomy malpractice episode,doctor,['okay'],1
aRV0dpzuJcY,Fridge Vs Influencers. Zeher Kismein Hai?,Dr Jayesh Sharma,78418,2584,"Thank you dear Dr. Everyone is frightening us,all the time. This is so good, your advice.",@sandralazarus7338,,0,2026-01-06T10:40:09Z,thank you dear dr everyone is frightening usall the time this is so good your advice,fridge vs influencers zeher kismein hai,both,"['thank', 'dear', 'dr', 'everyone', 'frightening', 'usall', 'time', 'good', 'advice']",9
WPIZdNqRVY4,I tried the Carnivore Diet for a week...,Will Tennyson,3073416,83599,Best youtuber for me!💪🏻,@Rankskings,,0,2025-12-05T03:39:14Z,best youtuber for me,i tried the carnivore diet for a week,influencer,"['best', 'youtuber']",2
